hasoc_english_95	"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig"	HOF
hasoc_english_96	"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""	HOF
hasoc_english_97	"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"	HOF
hasoc_english_98	"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard"	HOF
hasoc_english_99	"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"	HOF
hasoc_english_100	"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy"	HOF
hasoc_english_101	"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh"	HOF
hasoc_english_102	"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"	HOF
hasoc_english_103	"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again"	HOF
hasoc_english_104	"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds."""	HOF
hasoc_english_105	"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"	HOF
hasoc_english_106	"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"""	HOF
hasoc_english_107	"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;"	HOF
hasoc_english_108	"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands"	HOF
hasoc_english_109	"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"	HOF
hasoc_english_110	"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow"	HOF
hasoc_english_111	"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn"	HOF
hasoc_english_112	"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows"	HOF
hasoc_english_113	"""@Dietrich1892: Yall shut up:p"" make me bitch"	HOF
hasoc_english_114	"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch."""	HOF
hasoc_english_115	"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3"	HOF
hasoc_english_116	"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"	NOT
hasoc_english_117	"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""	HOF
hasoc_english_118	"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL"	HOF
hasoc_english_119	"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."""	NOT
hasoc_english_120	"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."	NOT
hasoc_english_121	"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures."	NOT
hasoc_english_122	"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol"	HOF
hasoc_english_123	"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha"	NOT
hasoc_english_124	"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot"	HOF
hasoc_english_125	"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"	NOT
hasoc_english_126	"""@G27Status: I could go for a fat ass bitch on my lap"" same"	HOF
hasoc_english_127	"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"	HOF
hasoc_english_128	"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"	HOF
hasoc_english_129	"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah"	HOF
hasoc_english_130	"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh"	HOF
hasoc_english_131	"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;"	HOF
hasoc_english_132	"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"	HOF
hasoc_english_133	"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"	HOF
hasoc_english_134	"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao"	HOF
hasoc_english_135	"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"""	HOF
hasoc_english_136	"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!"	HOF
hasoc_english_137	"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"""	HOF
hasoc_english_138	"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""	HOF
hasoc_english_139	"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"	HOF
hasoc_english_140	"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""	HOF
hasoc_english_141	"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"	NOT
hasoc_english_142	"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?"	HOF
hasoc_english_143	"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu"	HOF
hasoc_english_144	"""@HoskinsTy96: White boy power bitch"" black power bitch"	HOF
hasoc_english_145	"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill."	HOF
hasoc_english_146	"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?"	HOF
hasoc_english_147	"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *"	HOF
hasoc_english_148	"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot."""	HOF
hasoc_english_149	"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe"	HOF
hasoc_english_150	"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs"	NOT
hasoc_english_151	"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do"	HOF
hasoc_english_152	"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy"	HOF
hasoc_english_153	"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3"	HOF
hasoc_english_154	"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH"	HOF
hasoc_english_155	"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig"	HOF
hasoc_english_156	"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed"	HOF
hasoc_english_157	"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch"""	HOF
hasoc_english_158	"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!"	HOF
hasoc_english_159	"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?"	NOT
hasoc_english_160	"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha"	HOF
hasoc_english_161	"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!"	HOF
hasoc_english_162	"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me."	HOF
hasoc_english_163	"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY"	HOF
hasoc_english_164	"""@KissMySmilee: Don't got time for bitches to be actin iffy."""	HOF
hasoc_english_165	"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"	NOT
hasoc_english_166	"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them"	HOF
hasoc_english_167	"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!"	HOF
hasoc_english_168	"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"	HOF
hasoc_english_169	"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;"	HOF
hasoc_english_170	"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"""	HOF
hasoc_english_171	"""@Latrobemark: You love these hoes more then money wats wrong these niggas"""	HOF
hasoc_english_172	"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol"	HOF
hasoc_english_173	"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !"	HOF
hasoc_english_174	"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen."	HOF
hasoc_english_175	"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho"	HOF
hasoc_english_176	"""@Lil_Mike_12: Fuck twerking bitch can you cook ?"""	HOF
hasoc_english_177	"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB"	HOF
hasoc_english_178	"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"	HOF
hasoc_english_179	"""@LolaaIsDope: Lmao fucking snake bitches"" @ em"	HOF
hasoc_english_180	"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;"	HOF
hasoc_english_181	"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"	NOT
hasoc_english_182	"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"	NOT
hasoc_english_183	"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT"	HOF
hasoc_english_184	"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo"	HOF
hasoc_english_185	"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers"	HOF
hasoc_english_186	"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent"	HOF
hasoc_english_187	"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept."	NOT
hasoc_english_188	"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles"	NOT
hasoc_english_189	"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches."	NOT
hasoc_english_190	"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel"	HOF
hasoc_english_191	"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol"	NOT
hasoc_english_192	"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"	HOF
hasoc_english_193	"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy"	HOF
hasoc_english_194	"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!"	HOF
hasoc_english_195	"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*"	HOF
hasoc_english_196	"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."	HOF
hasoc_english_197	"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"	NOT
hasoc_english_198	"""@MvckFadden: ""Stay beautiful you bitch"""""	HOF
hasoc_english_199	"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls"	HOF
hasoc_english_200	"""@NastyCopper: Money getting taller and bitches getting blurry"""	HOF
hasoc_english_201	"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;"	HOF
hasoc_english_202	"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh."	HOF
hasoc_english_203	"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao"	HOF
hasoc_english_204	"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol"	HOF
hasoc_english_205	"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo"	HOF
hasoc_english_206	"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf"	NOT
hasoc_english_207	"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"	HOF
hasoc_english_208	"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK"""	HOF
hasoc_english_209	"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;"""	HOF
hasoc_english_210	"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!"""	HOF
hasoc_english_211	"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol"""	HOF
hasoc_english_212	"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy"	HOF
hasoc_english_213	"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"""	HOF
hasoc_english_214	"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh"	HOF
hasoc_english_215	"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""	HOF
hasoc_english_216	"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!"	HOF
hasoc_english_217	"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""	NOT
hasoc_english_218	"""@QUAN1T0: These bitches don't care they just play that role."""	HOF
hasoc_english_219	"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro."	HOF
hasoc_english_220	"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag"	HOF
hasoc_english_221	"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo"	NOT
hasoc_english_222	"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know"	NOT
hasoc_english_223	"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"	HOF
hasoc_english_224	"""@RenegadeMo: Fat hoes get chose"" lol"	HOF
hasoc_english_225	"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"	HOF
hasoc_english_226	"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG"	HOF
hasoc_english_227	"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo"	HOF
hasoc_english_228	"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you"	HOF
hasoc_english_229	"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*"	HOF
hasoc_english_230	"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot"	HOF
